Keyword,Volume,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous average position,Current average position,Position change,Current locations,Locations change,Top location code,Top location,Top location's volume,Top location's traffic,Top location's traffic change
golang workspace,20,1,1,0,,7.67,7.33,-0.33,3,,US,United States,20,1,0
what does echo command do,30,3,1,-2,,10.00,9.00,-1.00,1,-1,US,United States,30,1,-2
docker networking explained,30,2,1,-1,,6.00,8.00,2.00,1,,US,United States,30,1,-1
awk begin end,30,1,1,0,,9.00,8.00,-1.00,1,,US,United States,30,1,0
golang workspaces,10,1,1,0,,6.00,6.00,0.00,2,,US,United States,10,1,0
eval adalah,700,1,1,0,,22.00,1.00,-21.00,1,,ID,Indonesia,700,1,0
grpc example,40,1,,,,9.00,,,0,-1,RU,Russian Federation,40,1,
k8s configmap,50,1,,,,10.00,,,0,-1,RU,Russian Federation,50,1,
pyyaml dump,50,1,,,,11.00,,,0,-1,US,United States,50,1,
makefile wildcard,30,1,1,0,,3.71,4.14,0.43,14,,US,United States,30,1,0
psycopg2 python,40,0,1,1,,10.00,10.50,0.50,2,1,ES,Spain,40,1,1
dx tools,60,1,,,,11.00,,,0,-1,GB,United Kingdom,60,1,
kubernetes job vs cronjob,60,2,1,-1,,9.00,11.00,2.00,1,,US,United States,60,1,-1
what is go.mod,40,3,1,-2,,7.00,11.00,4.00,1,,US,United States,40,1,-2
yaml file python,30,4,1,-3,,5.67,8.00,2.33,3,,US,United States,30,1,-3
npx vs pnpm,10,1,1,0,,2.00,2.00,0.00,1,,US,United States,10,1,0
using pymongo,40,1,1,0,,10.00,9.00,-1.00,1,,US,United States,40,1,0
go sqlite example,0,1,1,0,,1.00,1.00,0.00,1,,US,United States,0,1,0
golang terminal ui,10,1,1,0,,4.00,4.50,0.50,2,,US,United States,10,1,0
makefile example,220,2,1,-1,,8.67,12.00,3.33,4,1,IL,Israel,220,1,-1
bash uniq,40,2,1,-1,,8.00,10.00,2.00,1,,US,United States,40,1,-1
csv.reader python,50,1,1,0,,10.00,10.00,0.00,3,,GB,United Kingdom,50,1,0
go dependencies,20,1,1,0,,6.00,6.00,0.00,1,,US,United States,20,1,0
what is bin bash,20,1,1,0,,8.00,6.00,-2.00,1,-1,US,United States,20,1,0
python custom logger,20,1,1,1,,9.00,6.00,-3.00,1,,US,United States,20,1,1
golang dependency management,20,1,1,0,,5.00,6.00,1.00,1,,US,United States,20,1,0
popd command,20,1,1,0,,6.00,6.00,0.00,1,,US,United States,20,1,0
echo command unix,20,1,1,0,,6.00,6.00,0.00,1,,US,United States,20,1,0
echo in shell script,40,1,1,0,,10.00,9.00,-1.00,1,,US,United States,40,1,0
go grpc client,30,1,1,0,,8.00,8.00,0.00,1,,US,United States,30,1,0
python3 setup.py,30,1,1,0,,10.00,8.00,-2.00,1,,US,United States,30,1,0
abstract base class,100,,1,,,,10.00,,1,1,US,United States,100,1,
python yaml module,30,1,,,,9.00,,,0,-1,GB,United Kingdom,30,1,
shell script function,60,,1,,,,11.00,,1,1,US,United States,60,1,
how to read a yaml file in python,20,1,1,0,,8.00,7.00,-1.00,1,,US,United States,20,1,0
creating virtual environment python,350,0,1,1,,30.00,27.50,-2.50,2,,IN,India,350,1,1
portainer container,20,,1,,,,8.00,,1,1,US,United States,20,1,
bash count unique lines,20,1,1,0,,8.00,8.00,0.00,1,,US,United States,20,1,0
http.server golang,20,,1,,,,7.00,,1,1,US,United States,20,1,
jq arrays,20,,1,,,,8.00,,1,1,US,United States,20,1,
python package setup.py,10,1,1,0,,3.00,3.00,0.00,1,,US,United States,10,1,0
python ast example,10,1,1,0,,3.00,3.00,0.00,1,,US,United States,10,1,0
yum repository,60,1,,,,11.00,,,0,-1,US,United States,60,1,
json to csv linux,10,1,1,0,,4.00,5.00,1.00,1,,US,United States,10,1,0
python logging custom level,10,1,1,0,,5.00,5.00,0.00,1,,US,United States,10,1,0
openai cosine similarity,10,1,1,0,,5.00,5.00,0.00,1,,US,United States,10,1,0
systemd in linux,250,,1,,,,19.00,,1,1,IN,India,250,1,
jq array,20,2,1,-1,,6.60,7.50,0.90,4,-1,DE,Germany,20,1,-1
docker volumes tutorial,30,1,1,0,,8.00,9.00,1.00,1,,IN,India,30,1,0
what is a nix,30,1,1,0,,9.00,9.00,0.00,1,,US,United States,30,1,0
how to write a makefile c++,30,,1,,,,9.00,,1,1,US,United States,30,1,
import pyyaml,30,2,1,-1,,6.00,9.00,3.00,1,,US,United States,30,1,-1
data classes in python,30,1,1,0,,10.00,9.00,-1.00,1,,IN,India,30,1,0
gcp artifact registry,30,,1,,,,8.00,,1,1,GB,United Kingdom,30,1,
how to download artifacts from github,30,1,1,0,,8.00,8.00,0.00,1,,US,United States,30,1,0
what is npx,1250,3,1,-2,,18.50,23.50,5.00,2,,US,United States,1250,1,-2
read csv file,40,1,1,0,,7.00,8.67,1.67,3,1,DE,Germany,40,1,0
docker buildkit,300,1,1,0,,20.00,20.00,0.00,1,,US,United States,300,1,0
python logging custom formatter,40,1,1,0,,9.00,9.00,0.00,1,,US,United States,40,1,0
variable in bash,40,1,,,,10.00,,,0,-1,US,United States,40,1,
list concatenate python,50,1,1,0,,10.00,11.00,1.00,1,,US,United States,50,1,0
abstract classes in python,50,1,1,0,,11.00,11.00,0.00,1,,US,United States,50,1,0
python install yaml,40,1,1,0,,10.00,10.00,0.00,1,,DE,Germany,40,1,0
linux rg,40,3,1,-1,,7.00,11.00,4.00,1,,US,United States,40,1,-1
chroot vs docker,10,0,1,1,,10.00,4.00,-6.00,1,,US,United States,10,1,1
parameter token or opts.auth is required,10,1,1,0,,6.00,4.00,-2.00,1,,US,United States,10,1,0
cmake getting started,10,1,1,0,,5.00,4.00,-1.00,1,,US,United States,10,1,0
what is syslog,650,1,1,0,,18.00,21.50,3.50,2,1,US,United States,650,1,0
docker file volume,20,1,1,0,,7.60,8.25,0.65,4,-1,DE,Germany,20,1,0
json to csv cli,10,3,1,-2,,1.00,2.00,1.00,1,,US,United States,10,1,-2
makefile env variables,10,1,1,0,,3.00,3.00,0.00,1,,US,United States,10,1,0
go encryption,10,1,1,0,,2.00,2.00,0.00,1,,US,United States,10,1,0
update yaml file python,10,1,1,0,,2.00,2.00,0.00,1,,US,United States,10,1,0
bazel build without cache,20,1,1,0,,6.00,6.00,0.00,1,,US,United States,20,1,0
how to use echo in linux,20,1,1,0,,5.00,6.00,1.00,1,,US,United States,20,1,0
what is bin/bash,20,1,1,0,,7.00,7.00,0.00,1,,US,United States,20,1,0
git remove lfs,20,1,1,0,,7.00,7.00,0.00,1,,US,United States,20,1,0
pyyaml load file,20,1,1,0,,7.00,6.00,-1.00,1,,US,United States,20,1,0
k9s commands,200,1,1,0,,20.00,18.00,-2.00,1,,US,United States,200,1,0
setup py,30,,1,,,,9.00,,1,1,US,United States,30,1,
oci permission denied,30,1,1,0,,9.00,9.00,0.00,1,,US,United States,30,1,0
earhtly,110,2,1,-1,,4.00,5.00,1.00,2,,GB,United Kingdom,110,1,-1
difference between npx and npm,60,1,1,0,,12.00,12.00,0.00,1,,US,United States,60,1,0
build python package,20,1,1,0,,9.00,7.00,-2.00,1,,US,United States,20,1,0
python logger config,20,1,,,,7.00,,,0,-1,US,United States,20,1,
jq docs,20,1,1,0,,7.00,7.00,0.00,1,,GB,United Kingdom,20,1,0
containerd dockerfile,20,1,1,0,,7.00,7.00,0.00,1,,US,United States,20,1,0
nvidia container runtime,20,1,1,0,,7.50,7.00,-0.50,1,-1,US,United States,20,1,0
pass variable to bash script,20,1,,,,8.00,,,0,-1,US,United States,20,1,
python combine two lists,510,1,1,0,,12.50,14.00,1.50,2,,CA,Canada,510,1,0
jq find,10,1,1,0,,5.50,5.50,0.00,2,,US,United States,10,1,0
rust macro,40,1,1,0,,9.25,9.00,-0.25,2,-2,US,United States,40,1,0
python concatenate multiple lists,40,,1,,,,9.00,,1,1,US,United States,40,1,
shell read file line by line,30,,1,,,,8.00,,1,1,US,United States,30,1,
linux bash for loop,40,1,1,0,,11.00,11.00,0.00,1,,US,United States,40,1,0
portainer install,1800,1,1,0,,31.00,28.00,-3.00,4,2,DE,Germany,1800,1,0
run github actions locally,300,1,1,0,,21.00,20.00,-1.00,1,,US,United States,300,1,0
how to install portainer,230,1,,,,30.00,,,0,-2,CA,Canada,230,1,
echo e flag,30,1,1,0,,10.00,10.00,0.00,1,,US,United States,30,1,0
how to install yaml in python,30,1,1,0,,11.00,10.00,-1.00,1,,IN,India,30,1,0
where are docker files stored,30,1,1,0,,10.00,10.00,0.00,1,,US,United States,30,1,0
golang modules,30,1,,,,9.00,,,0,-1,GB,United Kingdom,30,1,
powerlevel10k install,40,1,1,0,,10.00,11.00,1.00,1,,US,United States,40,1,0
find and replace linux,30,,1,,,,10.00,,1,1,US,United States,30,1,
static and dynamic linking,20,1,1,0,,8.00,9.00,1.00,1,,IN,India,20,1,0
volumes docker,30,1,1,0,,8.33,8.00,-0.33,3,,DE,Germany,30,1,0
python read csv line by line,40,1,,,,9.50,,,0,-2,DE,Germany,40,1,
awk split on comma,10,1,1,0,,5.00,5.00,0.00,1,,US,United States,10,1,0
python yaml dumps,10,1,1,0,,6.00,6.00,0.00,1,,US,United States,10,1,0
required value: must specify a volume type,10,1,1,0,,5.00,5.00,0.00,1,,US,United States,10,1,0
pyyaml examples,10,1,1,0,,6.00,6.00,0.00,1,,US,United States,10,1,0
install nvidia container runtime,10,1,1,0,,6.00,6.00,0.00,1,,US,United States,10,1,0
where are docker images stored locally,10,1,1,0,,5.00,5.00,0.00,1,,US,United States,10,1,0
docker build stages,10,1,1,0,,5.00,5.00,0.00,1,,DE,Germany,10,1,0
signals django,10,,1,,,,6.00,,1,1,IN,India,10,1,
github action upload artifact,10,,1,,,,5.00,,1,1,CA,Canada,10,1,
shell echo command,10,1,1,0,,7.00,5.00,-2.00,1,,US,United States,10,1,0
go exception handling,30,1,1,0,,10.00,9.00,-1.00,1,,US,United States,30,1,0
pyscript examples,30,1,,,,10.00,,,0,-2,US,United States,30,1,
luna hub,40,,1,,,,10.00,,1,1,US,United States,40,1,
what is staff software engineer,20,1,,,,8.00,,,0,-1,GB,United Kingdom,20,1,
awk usage,40,1,,,,10.00,,,0,-1,US,United States,40,1,
bazel python,10,1,1,0,,2.33,2.67,0.33,3,,US,United States,10,1,0
django signals example,30,1,1,0,,8.00,9.00,1.00,2,,IN,India,30,1,0
bin bash script,60,,1,,,,9.00,,1,1,US,United States,60,1,
earthly dev,0,1,1,0,,1.00,1.00,0.00,1,,US,United States,0,1,0
linux awk tutorial,20,1,1,0,,7.00,7.00,0.00,1,,US,United States,20,1,0
terraform cdktf,20,1,1,0,,7.00,7.00,0.00,1,,US,United States,20,1,0
gorm go,20,1,1,0,,7.00,7.00,0.00,1,,US,United States,20,1,0
echo $shell command in linux,20,1,1,0,,7.00,7.00,0.00,1,,IN,India,20,1,0
jq select key,30,1,1,0,,8.00,8.00,0.00,1,,US,United States,30,1,0
jq map examples,30,1,1,0,,9.00,9.00,0.00,1,,US,United States,30,1,0
signal in django,40,1,1,0,,11.00,11.00,0.00,1,,IN,India,40,1,0
chi go,10,1,1,0,,6.00,6.75,0.75,4,,US,United States,10,1,0
windows make,120,1,1,0,,9.14,8.86,-0.29,7,,GB,United Kingdom,120,1,0
nvidia container,1550,10,1,-9,,16.00,24.50,8.50,2,1,US,United States,1550,1,-9
k9s namespace,30,,1,,,,10.00,,1,1,US,United States,30,1,
go orm,200,1,,,,17.00,,,0,-1,US,United States,200,1,
how to load yaml file in python,20,1,1,0,,11.00,8.00,-3.00,1,,US,United States,20,1,0
terraform import lambda,10,0,1,1,,7.00,3.00,-4.00,1,,US,United States,10,1,1
golang package management,10,1,1,0,,3.00,3.00,0.00,1,,US,United States,10,1,0
kubernetes nginx reverse proxy,10,3,1,-2,,1.00,3.00,2.00,1,,US,United States,10,1,-2
python update yaml file,10,1,1,0,,2.00,3.00,1.00,1,,US,United States,10,1,0
k9s connect to cluster,10,1,1,0,,5.00,5.00,0.00,1,,US,United States,10,1,0
docker make,10,1,,,,3.00,,,0,-1,US,United States,10,1,
dockerize rails app,10,1,1,0,,4.00,4.00,0.00,1,,US,United States,10,1,0
golang check if error is of type,10,1,1,0,,4.00,4.00,0.00,1,,US,United States,10,1,0
docker multi stage builds,10,1,1,0,,4.00,4.00,0.00,1,,DE,Germany,10,1,0
docker debug container,10,1,1,0,,5.00,4.00,-1.00,1,,US,United States,10,1,0
convert json to csv linux,10,1,1,0,,4.00,4.00,0.00,1,,US,United States,10,1,0
create yaml file python,10,1,1,0,,4.00,4.00,0.00,1,,US,United States,10,1,0
cmake cross compiling,10,1,1,0,,4.00,4.00,0.00,1,,US,United States,10,1,0
install make on windows,20,1,1,0,,6.75,7.00,0.25,4,,IN,India,20,1,0
import yaml python,40,0,1,1,,10.00,10.00,0.00,2,1,CA,Canada,40,1,1
closures python,40,1,1,0,,10.00,10.00,0.00,1,,US,United States,40,1,0
vault secrets operator,200,1,1,-1,,19.50,17.00,-2.50,1,-1,US,United States,200,1,-1
docker volume file,20,1,1,0,,8.00,5.50,-2.50,2,,RU,Russian Federation,20,1,0
golang exceptions,30,1,1,0,,6.00,8.50,2.50,2,1,RU,Russian Federation,30,1,0
az acr login,200,1,,,,18.00,,,0,-1,US,United States,200,1,
yaml module python,30,1,,,,10.00,,,0,-1,US,United States,30,1,
python logging config,30,4,1,-3,,10.00,9.00,-1.00,1,,US,United States,30,1,-3
dockerd vs containerd,30,1,,,,10.00,,,0,-1,US,United States,30,1,
git lfs tutorial,20,1,1,0,,8.00,8.00,0.00,1,,DE,Germany,20,1,0
data classes,330,1,1,0,,19.00,18.50,-0.50,2,1,US,United States,330,1,0
unix echo command,20,0,1,0,,10.00,7.00,-3.00,1,,US,United States,20,1,0
concatenate lists,40,0,1,0,,9.33,9.25,-0.08,4,1,FR,France,40,1,0
nvidia dockerfile,20,1,,,,7.00,,,0,-1,US,United States,20,1,
make set environment variable,20,1,,,,7.00,,,0,-1,US,United States,20,1,
portainer default port,500,1,1,0,,21.00,23.00,2.00,1,,US,United States,500,1,0
setup.py example,20,2,1,-1,,8.33,9.00,0.67,2,-1,US,United States,20,1,-1
abc abstract method,40,,1,,,,10.00,,1,1,US,United States,40,1,
what is portainer used for,40,1,,,,11.00,,,0,-1,US,United States,40,1,
bash read file into variable,50,1,1,0,,10.50,11.00,0.50,1,-1,DE,Germany,50,1,0
namespace in linux,50,1,,,,12.00,,,0,-1,IN,India,50,1,
makefile to cmake,10,1,1,0,,5.00,5.00,0.00,1,,US,United States,10,1,0
python pyyaml,10,1,1,0,,7.00,5.00,-2.00,1,,CA,Canada,10,1,0
tui golang,10,1,1,0,,4.00,5.00,1.00,1,,US,United States,10,1,0
where are docker images stored ubuntu,10,1,1,0,,5.00,5.00,0.00,1,,US,United States,10,1,0
json to csv jq,20,1,,,,7.00,,,0,-1,US,United States,20,1,
cdk tf,40,1,1,0,,10.00,10.00,0.00,1,,US,United States,40,1,0
python logging,5750,0,1,1,,25.83,28.27,2.44,11,5,AT,Austria,5750,1,1
how does pyinstaller work,30,1,1,0,,8.00,10.00,2.00,1,,US,United States,30,1,0
python3 create virtualenv,30,1,,,,9.00,,,0,-1,IN,India,30,1,
where does poetry install dependencies,30,1,,,,10.00,,,0,-1,US,United States,30,1,
dockerfile multiple from,40,1,,,,9.50,,,0,-2,DE,Germany,40,1,
data classes python,50,1,,,,11.00,,,0,-1,US,United States,50,1,
data class in python,50,1,1,0,,9.00,11.00,2.00,1,,IN,India,50,1,0
how to read in csv file in python,40,1,,,,10.00,,,0,-1,US,United States,40,1,
write yaml file python,20,1,1,0,,9.00,9.00,0.00,1,,US,United States,20,1,0
what is signals in django,20,1,1,0,,9.00,9.00,0.00,1,,IN,India,20,1,0
mysql image,20,1,1,0,,5.00,8.00,3.00,1,-1,DE,Germany,20,1,0
makefile g++,10,2,1,-1,,1.00,2.00,1.00,1,,US,United States,10,1,-1
makefile env variable,10,1,1,0,,2.00,2.00,0.00,1,,FR,France,10,1,0
vscode makefile tools,10,1,1,0,,2.00,2.00,0.00,1,,US,United States,10,1,0
network commands in linux,200,1,,,,18.00,,,0,-1,IN,India,200,1,
sleep shell script,10,1,1,0,,7.00,7.00,0.00,2,,US,United States,10,1,0
python setup.py example,40,1,1,0,,9.00,10.00,1.00,1,,US,United States,40,1,0
golang errors package,20,1,1,0,,7.00,7.00,0.00,1,,US,United States,20,1,0
cache-dependency-path,20,,1,,,,7.00,,1,1,US,United States,20,1,
selenium beautifulsoup,20,1,1,0,,7.00,7.00,0.00,1,,US,United States,20,1,0
open yaml file python,20,1,1,0,,8.00,8.00,0.00,1,,US,United States,20,1,0
python write yaml to file,20,1,1,0,,8.00,8.00,0.00,1,,US,United States,20,1,0
portainer k8s,20,0,1,0,,10.00,7.00,-3.00,1,,US,United States,20,1,0
what is the echo command,20,1,1,0,,8.00,8.00,0.00,1,,US,United States,20,1,0
how to build a python package,20,1,1,0,,10.00,7.00,-3.00,1,,US,United States,20,1,0
bash conditional flags,20,1,1,0,,5.00,7.00,2.00,1,,US,United States,20,1,0
golang errors,200,1,1,0,,9.00,19.00,10.00,1,-1,CA,Canada,200,1,0
convert a json file to csv,30,1,1,0,,8.00,10.00,2.00,1,,US,United States,30,1,0
how to run a makefile,40,1,1,0,,10.00,10.00,0.00,2,,IN,India,40,1,0
cgroups and namespaces,40,1,,,,11.00,,,0,-1,IN,India,40,1,
github actions cron job,40,1,,,,10.00,,,0,-1,US,United States,40,1,
python subprocess call,20,2,1,-1,,8.00,9.00,1.00,1,,DE,Germany,20,1,-1
python subprocess example,30,1,1,0,,11.00,11.00,0.00,1,,DE,Germany,30,1,0
python read from csv,20,1,1,0,,6.33,6.00,-0.33,2,-1,DE,Germany,20,1,0
homebrew m1,10,1,1,0,,6.60,7.00,0.40,7,-3,US,United States,10,1,0
linux command echo,20,1,1,0,,5.00,5.00,0.00,1,,US,United States,20,1,0
yarn vite,10,1,1,0,,7.00,7.00,0.00,2,,US,United States,10,1,0
python concat 2 lists,20,1,1,0,,9.00,9.00,0.00,1,,US,United States,20,1,0
containerd tutorial,20,,1,,,,8.00,,1,1,US,United States,20,1,
sleep command in shell script,20,1,1,0,,8.50,8.00,-0.50,2,,IN,India,20,1,0
bash loop command,20,1,1,0,,9.00,8.00,-1.00,1,,US,United States,20,1,0
jenkins deployment,20,1,,,,8.00,,,0,-1,DE,Germany,20,1,
postgres docker setup,20,1,,,,8.00,,,0,-1,US,United States,20,1,
makefile for golang,10,1,1,0,,4.00,5.00,1.00,1,,US,United States,10,1,0
linux convert json to csv,10,1,1,0,,4.00,4.00,0.00,1,,US,United States,10,1,0
debugging docker containers,10,1,1,0,,5.00,4.00,-1.00,1,,US,United States,10,1,0
json to csv bash,10,1,1,0,,4.00,4.00,0.00,1,,US,United States,10,1,0
poetry add to group,10,1,1,0,,7.00,6.00,-1.00,1,,US,United States,10,1,0
docker network scope,10,1,1,0,,6.00,6.00,0.00,1,,US,United States,10,1,0
sh sleep,10,,1,,,,6.00,,1,1,DE,Germany,10,1,
poetry add group,10,1,1,0,,6.00,6.00,0.00,1,,US,United States,10,1,0
psql docker container,10,1,,,,6.00,,,0,-1,US,United States,10,1,
echo command line,40,1,1,0,,9.00,10.00,1.00,1,,US,United States,40,1,0
what is jq in bash,30,1,,,,10.00,,,0,-1,US,United States,30,1,
postgresql docker image,150,1,1,0,,18.00,18.00,0.00,1,,US,United States,150,1,0
shell script functions,30,1,1,0,,10.00,10.00,0.00,1,,US,United States,30,1,0
docker-compose volumes example,30,1,,,,9.00,,,0,-1,DE,Germany,30,1,
docker file location,30,1,1,0,,9.00,10.00,1.00,2,1,US,United States,30,1,0
data class python,40,0,1,0,,10.50,10.67,0.17,3,1,IL,Israel,40,1,0
docker chroot,30,1,,,,10.00,,,0,-1,US,United States,30,1,
what does bash mean in linux,40,1,1,0,,12.00,12.00,0.00,1,,US,United States,40,1,0
nomad vs kubernetes,150,1,1,0,,19.00,18.00,-1.00,1,,US,United States,150,1,0
dockerfile multi stage,10,1,1,0,,7.00,3.00,-4.00,1,-1,DE,Germany,10,1,0
poetry install group,20,1,1,0,,7.00,7.00,0.00,1,,US,United States,20,1,0
pandas read yaml,20,1,1,0,,8.00,7.00,-1.00,1,,US,United States,20,1,0
adam gordon bell,20,1,1,0,,7.00,7.00,0.00,1,,US,United States,20,1,0
what is signal in django,20,1,1,0,,7.00,7.00,0.00,1,,IN,India,20,1,0
python load csv file,10,4,1,-3,,7.75,7.67,-0.08,3,-1,US,United States,10,1,-3
terraform init plan apply,20,1,1,0,,8.00,8.00,0.00,1,,US,United States,20,1,0
read in bash,20,1,,,,9.00,,,0,-1,US,United States,20,1,
psycopg2 connection,20,1,1,0,,7.00,8.00,1.00,1,,US,United States,20,1,0
jq contains,20,1,1,0,,10.00,10.00,0.00,3,-1,US,United States,20,1,0
echo hello world,40,,1,,,,9.00,,1,1,US,United States,40,1,
awk scripting,30,1,1,0,,9.00,9.00,0.00,1,,US,United States,30,1,0
jq select keys,30,1,1,0,,10.00,9.00,-1.00,1,,US,United States,30,1,0
python yaml safe load,30,1,1,0,,10.00,10.00,0.00,1,,US,United States,30,1,0
docker compose vs portainer,40,2,1,-1,,7.00,10.00,3.00,1,,US,United States,40,1,-1
python code to read csv file,30,1,1,0,,10.00,9.00,-1.00,1,,IN,India,30,1,0
docker mysql server,30,1,,,,9.00,,,0,-3,PL,Poland,30,1,
docker hub mysql,200,,1,,,,18.00,,1,1,BR,Brazil,200,1,
gin framework,300,,1,,,,20.00,,1,1,IN,India,300,1,
python open yaml file,20,,1,,,,10.00,,1,1,US,United States,20,1,
circleci python,40,1,,,,11.00,,,0,-1,US,United States,40,1,
python import abc,30,1,1,0,,11.00,11.00,0.00,1,,US,United States,30,1,0
what is a 10x developer,200,,1,,,,19.00,,1,1,US,United States,200,1,
variables in bash script,30,1,1,0,,9.00,9.00,0.00,1,,US,United States,30,1,0
ubuntu echo command,10,1,1,0,,6.00,6.00,0.00,1,,US,United States,10,1,0
conditional bash,10,1,1,0,,7.00,7.00,0.00,1,,US,United States,10,1,0
cmake and make,10,1,1,0,,4.00,6.00,2.00,1,,US,United States,10,1,0
sqlite3 golang,10,1,1,0,,4.00,6.00,2.00,1,,US,United States,10,1,0
how to read syslog,10,1,1,0,,6.00,6.00,0.00,1,,US,United States,10,1,0
portainer install docker,10,3,1,-3,,7.50,6.00,-1.50,1,-1,DE,Germany,10,1,-3
python read yml file,10,1,1,0,,8.00,7.00,-1.00,1,,US,United States,10,1,0
subprocess module in python,150,1,1,0,,19.00,19.00,0.00,1,,IN,India,150,1,0
k3s vs k8s,800,0,1,1,,29.00,24.50,-4.50,2,1,US,United States,800,1,1
api testing python,30,,1,,,,10.00,,1,1,US,United States,30,1,
mit proxy,40,1,,,,10.00,,,0,-1,US,United States,40,1,
go gin,1200,3,1,-2,,20.33,28.75,8.42,4,1,US,United States,1200,1,-2
docker run mongodb,20,1,1,0,,6.50,8.00,1.50,2,,RU,Russian Federation,20,1,0
bash variable,570,0,1,1,,15.00,13.50,-1.50,4,2,GB,United Kingdom,570,1,1
create deb package,30,1,,,,9.00,,,0,-1,RU,Russian Federation,30,1,
multistage build in docker,30,1,,,,10.00,,,0,-1,IN,India,30,1,
python csv.reader,30,1,1,0,,9.00,9.00,0.00,1,,DE,Germany,30,1,0
jq select equals,20,1,1,0,,7.00,7.00,0.00,1,,US,United States,20,1,0
set environment variable in makefile,20,1,1,0,,7.00,7.00,0.00,1,,US,United States,20,1,0
powerlevel10k theme,20,1,,,,7.00,,,0,-1,US,United States,20,1,
intercal programming language,20,1,1,0,,7.00,8.00,1.00,1,,US,United States,20,1,0
python yaml dump to string,20,1,1,0,,7.00,7.00,0.00,1,,US,United States,20,1,0
bash if conditional,20,1,,,,8.00,,,0,-1,US,United States,20,1,
grpc client golang,20,1,1,0,,7.00,7.50,0.50,2,,RU,Russian Federation,20,1,0
create a python package,20,1,1,0,,8.00,8.00,0.00,1,,US,United States,20,1,0
cdk for terraform,20,1,1,0,,8.00,8.00,0.00,1,-1,DE,Germany,20,1,0
python abc.abc,20,1,,,,9.00,,,0,-1,US,United States,20,1,
errors.as golang,20,1,1,0,,8.00,8.00,0.00,1,,US,United States,20,1,0
static link,50,1,1,0,,8.00,11.00,3.00,1,,US,United States,50,1,0
python yaml load file,20,2,1,-2,,6.33,6.00,-0.33,2,-1,US,United States,20,1,-2
concat two list python,10,1,1,0,,6.00,6.00,0.00,2,,FR,France,10,1,0
convert json to yaml python,30,1,,,,11.00,,,0,-1,US,United States,30,1,
abc in python,30,1,1,0,,11.00,11.00,0.00,1,,US,United States,30,1,0
install portainer,1450,0,1,1,,35.00,30.33,-4.67,3,,DE,Germany,1450,1,1
yaml read,30,,1,,,,10.00,,1,1,US,United States,30,1,
aws lambda grpc,10,1,1,0,,5.00,5.00,0.00,1,,US,United States,10,1,0
linux json to csv,10,1,1,0,,5.00,5.00,0.00,1,,US,United States,10,1,0
nerdctl build,10,1,1,-1,,2.00,5.00,3.00,1,,US,United States,10,1,-1
install nerdctl,10,1,1,0,,4.00,5.00,1.00,1,,US,United States,10,1,0
how to debug docker container,10,1,1,0,,5.00,5.00,0.00,1,,US,United States,10,1,0
python print yaml,10,0,1,0,,6.00,4.00,-2.00,1,,US,United States,10,1,0
how to create a yaml file in python,10,1,1,0,,4.00,4.00,0.00,1,,US,United States,10,1,0
makefile on windows,10,1,1,0,,3.00,4.00,1.00,1,,US,United States,10,1,0
go make file,10,1,1,0,,4.00,4.00,0.00,1,,US,United States,10,1,0
autotools tutorial,10,1,1,0,,4.00,4.00,0.00,1,,US,United States,10,1,0
getting started with cmake,10,1,1,0,,4.00,4.00,0.00,1,,US,United States,10,1,0
grpc lambda,10,1,1,0,,3.00,4.00,1.00,1,,US,United States,10,1,0
